SEASON,BASIN,NATURE,LAT,LON,WIND,DIST2LAND,STORM_SPEED,STORM_DIR,TD9636_STAGE
Summer,SI,MX,-26.7,35.4,40.32000000000001,219,8.0,30.0,1.0
Summer,SI,MX,-26.3,35.6,40.32000000000001,195,9.0,35.0,1.0
Summer,SI,MX,-25.9,36.0,40.32000000000001,171,8.0,40.0,1.0
Summer,SI,MX,-25.6,36.2,40.32000000000001,157,7.0,40.0,1.0
Summer,SI,MX,-25.4,36.5,40.32000000000001,166,7.0,50.0,1.0
Summer,SI,MX,-25.2,36.8,40.32000000000001,179,8.0,50.0,1.0
Summer,SI,MX,-24.9,37.2,40.32000000000001,193,8.0,45.0,1.0
Summer,SI,MX,-24.6,37.4,40.32000000000001,200,8.0,40.0,1.0
Summer,SI,MX,-24.3,37.7,40.32000000000001,223,8.0,35.0,1.0
Summer,SI,TS,-17.2,118.8,30.0,325,3.0,225.0,1.0
Summer,SI,TS,-17.4,118.6,33.0,306,6.0,225.0,1.0
Summer,SI,TS,-17.7,118.3,35.0,281,7.0,225.0,1.0
Summer,SI,TS,-17.9,118.1,38.0,267,7.0,235.0,1.0
Summer,SI,TS,-18.1,117.8,40.0,270,8.0,245.0,2.0
Summer,SI,TS,-18.2,117.3,43.0,260,8.0,255.0,2.0
Summer,SI,TS,-18.3,116.9,45.0,257,7.0,265.0,2.0
Summer,SI,TS,-18.3,116.6,45.0,257,7.0,275.0,2.0
Summer,SI,TS,-18.2,116.3,45.0,271,6.0,280.0,4.0
Summer,SI,TS,-18.2,116.0,48.0,278,5.0,275.0,4.0
Summer,SI,TS,-18.2,115.7,50.0,288,5.0,275.0,4.0
Summer,SI,TS,-18.2,115.5,53.0,296,5.0,270.0,4.0
Summer,SI,TS,-18.2,115.2,55.0,320,6.0,270.0,4.0
Summer,SI,TS,-18.1,114.9,60.0,337,6.0,270.0,4.0
Summer,SI,TS,-18.2,114.6,65.0,345,6.0,265.0,4.0
Summer,SI,TS,-18.2,114.3,68.0,361,6.0,255.0,4.0
Summer,SI,TS,-18.3,114.0,70.0,370,7.0,250.0,4.0
Summer,SI,TS,-18.4,113.6,73.0,386,8.0,250.0,4.0
Summer,SI,TS,-18.6,113.2,75.0,378,7.0,240.0,4.0
Summer,SI,TS,-18.7,112.9,75.0,375,6.0,235.0,4.0
Summer,SI,TS,-18.9,112.7,75.0,361,6.0,245.0,4.0
Summer,SI,TS,-19.0,112.4,75.0,364,7.0,250.0,4.0
Summer,SI,TS,-19.1,112.0,75.0,376,7.0,245.0,4.0
Summer,SI,TS,-19.3,111.7,75.0,376,7.0,240.0,4.0
Summer,SI,TS,-19.5,111.4,75.0,380,7.0,230.0,4.0
Summer,SI,TS,-19.8,111.1,75.0,381,8.0,220.0,4.0
Summer,SI,TS,-20.1,110.8,75.0,388,8.0,215.0,4.0
Summer,SI,TS,-20.4,110.6,78.0,390,9.0,210.0,4.0
Summer,SI,TS,-20.8,110.4,80.0,386,10.0,205.0,4.0
Summer,SI,TS,-21.4,110.2,83.0,375,11.0,195.0,4.0
Summer,SI,TS,-21.9,110.0,85.0,378,11.0,195.0,4.0
Summer,SI,TS,-22.4,109.9,83.0,380,10.0,190.0,4.0
Summer,SI,TS,-22.8,109.8,80.0,390,9.0,190.0,4.0
Summer,SI,TS,-23.2,109.7,78.0,394,7.0,195.0,4.0
Summer,SI,TS,-23.6,109.6,75.0,396,6.0,200.0,4.0
Summer,SI,TS,-23.8,109.5,70.0,401,5.0,210.0,4.0
Summer,SI,TS,-24.0,109.3,65.0,417,4.0,215.0,4.0
Summer,SI,TS,-24.1,109.2,60.0,426,4.0,225.0,4.0
Summer,SI,TS,-24.3,109.0,55.0,445,5.0,240.0,4.0
Summer,SI,TS,-24.4,108.7,50.0,475,7.0,245.0,4.0
Summer,SI,TS,-24.6,108.3,45.0,516,10.0,245.0,2.0
Summer,SI,TS,-24.8,107.7,43.0,577,13.0,240.0,2.0
Summer,SI,TS,-25.2,107.1,40.0,629,14.0,235.0,2.0
Summer,SI,TS,-25.6,106.5,38.0,682,14.0,235.0,2.0
Summer,SI,TS,-26.0,105.8,35.0,748,14.0,240.0,2.0
Summer,SI,TS,-26.3,105.0,33.0,826,15.0,250.0,2.0
Summer,SI,TS,-26.5,104.2,30.0,905,14.0,245.0,2.0
Summer,SI,TS,-26.8,103.6,36.0,965,12.0,245.0,2.0
Summer,SI,TS,-27.0,103.0,32.0,1025,12.0,250.0,1.0
Summer,SI,TS,-19.9,75.5,100.0,1847,13.0,275.0,4.0
Summer,SI,TS,-19.8,74.8,96.0,1775,12.0,275.0,4.0
Summer,SI,TS,-19.8,74.2,93.0,1713,11.0,275.0,4.0
Summer,SI,TS,-19.8,73.6,89.0,1650,9.0,270.0,4.0
Summer,SI,TS,-19.8,73.2,85.0,1608,7.0,265.0,4.0
Summer,SP,TS,-17.5,148.0,20.0,201,4.0,105.0,1.0
Summer,SP,TS,-17.5,147.9,20.0,190,1.0,95.0,1.0
Summer,SP,TS,-17.5,148.0,23.0,201,3.0,75.0,1.0
Summer,SP,TS,-17.4,148.3,25.0,233,6.0,70.0,1.0
Summer,SP,TS,-17.3,148.6,28.0,265,8.0,75.0,1.0
Summer,SP,TS,-17.2,149.0,30.0,298,8.0,80.0,2.0
Summer,SP,TS,-17.1,149.4,33.0,332,7.0,80.0,2.0
Summer,SP,TS,-17.1,149.8,35.0,360,7.0,85.0,2.0
Summer,SP,TS,-17.1,150.1,35.0,375,6.0,90.0,2.0
Summer,SP,TS,-17.1,150.4,35.0,392,4.0,95.0,2.0
Summer,SP,TS,-17.1,150.6,35.0,405,3.0,95.0,2.0
Summer,SP,TS,-17.1,150.7,35.0,410,3.0,100.0,2.0
Summer,SP,TS,-17.1,150.9,35.0,420,2.0,95.0,2.0
Summer,SP,TS,-17.1,151.0,35.0,426,3.0,80.0,2.0
Summer,SP,TS,-17.1,151.1,38.0,432,3.0,65.0,2.0
Summer,SP,TS,-17.0,151.3,40.0,453,4.0,55.0,2.0
Summer,SP,TS,-16.9,151.5,43.0,475,5.0,60.0,2.0
Summer,SP,TS,-16.7,151.7,45.0,505,6.0,75.0,2.0
Summer,SP,TS,-16.7,152.1,50.0,532,7.0,90.0,2.0
Summer,SP,TS,-16.7,152.5,55.0,560,9.0,95.0,2.0
Summer,SP,TS,-16.8,153.0,58.0,591,11.0,100.0,2.0
Summer,SP,TS,-16.9,153.6,60.0,632,13.0,105.0,2.0
Summer,SP,TS,-17.1,154.3,60.0,680,14.0,110.0,2.0
Summer,SP,TS,-17.4,155.0,60.0,717,14.0,115.0,2.0
Summer,SP,TS,-17.7,155.7,58.0,740,13.0,120.0,2.0
Summer,SP,TS,-18.0,156.3,55.0,763,12.0,125.0,2.0
Summer,SP,TS,-18.4,156.7,50.0,766,11.0,130.0,2.0
Summer,SP,TS,-18.8,157.1,45.0,742,10.0,135.0,2.0
Summer,SP,TS,-19.1,157.5,43.0,693,9.0,140.0,2.0
Summer,SP,TS,-19.5,157.8,40.0,654,9.0,140.0,2.0
Summer,SP,TS,-19.8,158.0,38.0,629,9.0,145.0,2.0
Summer,SP,TS,-20.2,158.3,35.0,594,9.0,140.0,2.0
Summer,SP,TS,-20.5,158.6,33.0,563,8.0,140.0,2.0
Summer,SP,TS,-20.8,158.9,30.0,533,7.0,135.0,1.0
Summer,SP,TS,-21.0,159.1,30.0,515,6.0,140.0,1.0
Summer,SP,TS,-21.3,159.3,30.0,501,7.0,190.0,1.0
Summer,SP,TS,-21.7,159.0,30.0,542,11.0,210.0,1.0
Summer,SP,TS,-22.2,158.6,30.0,598,11.0,215.0,1.0
Summer,SP,TS,-22.6,158.4,30.0,574,10.0,210.0,1.0
Summer,SP,TS,-23.0,158.1,30.0,526,11.0,215.0,1.0
Summer,SP,TS,-23.5,157.7,30.0,466,11.0,220.0,1.0
Summer,SP,TS,-23.8,157.3,30.0,416,9.0,230.0,1.0
Summer,SP,TS,-24.0,156.9,28.0,371,8.0,240.0,1.0
Summer,SP,TS,-24.2,156.6,25.0,335,8.0,235.0,1.0
Summer,SP,TS,-24.5,156.2,25.0,288,7.0,235.0,1.0
Summer,SI,MX,-32.7,66.2,40.32000000000001,1601,21.0,225.0,1.0
Summer,SI,MX,-33.4,65.1,40.32000000000001,1614,23.0,235.0,1.0
Summer,SI,MX,-34.0,63.8,40.32000000000001,1620,25.0,245.0,1.0
Summer,SI,MX,-34.5,62.3,40.32000000000001,1602,24.0,250.0,1.0
Summer,SI,MX,-34.9,61.1,40.32000000000001,1589,17.0,255.0,1.0
Summer,SI,MX,-35.0,60.4,40.32000000000001,1588,9.0,260.0,1.0
Summer,SI,MX,-35.0,60.0,40.32000000000001,1577,6.0,270.0,1.0
Summer,SI,MX,-35.0,59.6,40.32000000000001,1567,6.0,275.0,1.0
Summer,SI,MX,-35.0,59.3,40.32000000000001,1549,7.0,300.0,1.0
Summer,SI,MX,-34.7,58.9,40.32000000000001,1519,7.0,315.0,1.0
Summer,SI,MX,-34.5,58.7,40.32000000000001,1493,2.0,350.0,1.0
Summer,SI,MX,-34.5,58.8,40.32000000000001,1495,5.0,110.0,1.0
Summer,SI,MX,-34.6,59.2,40.32000000000001,1515,7.0,115.0,1.0
Summer,SI,TS,-14.0,123.7,22.0,175,4.0,245.0,1.0
Summer,SI,TS,-14.1,123.5,22.0,186,4.0,230.0,1.0
Summer,SI,TS,-14.3,123.4,23.0,180,3.0,220.0,1.0
Summer,SI,TS,-14.4,123.3,25.0,178,2.0,235.0,1.0
Summer,SI,TS,-14.4,123.2,26.0,186,2.0,210.0,1.0
Summer,SI,TS,-14.5,123.2,27.0,178,3.0,170.0,1.0
Summer,SI,TS,-14.7,123.3,35.0,155,5.0,160.0,1.0
Summer,SI,TS,-15.0,123.4,43.0,126,5.0,165.0,1.0
Summer,SI,TS,-15.2,123.4,51.0,116,5.0,170.0,1.0
Summer,SI,TS,-15.4,123.4,35.0,95,5.0,185.0,2.0
Summer,SI,TS,-15.7,123.4,38.0,64,6.0,190.0,2.0
Summer,SI,TS,-16.0,123.3,40.0,46,5.0,195.0,2.0
Summer,SI,TS,-16.2,123.3,43.0,33,5.0,215.0,2.0
Summer,SI,TS,-16.4,123.1,45.0,15,6.0,230.0,2.0
Summer,SI,TS,-16.6,122.7,45.0,10,9.0,235.0,2.0
Summer,SI,TS,-16.9,122.3,45.0,21,10.0,235.0,2.0
Summer,SI,TS,-17.2,121.9,48.0,33,10.0,235.0,2.0
Summer,SI,TS,-17.5,121.4,50.0,75,11.0,235.0,4.0
Summer,SI,TS,-17.8,120.9,55.0,123,10.0,240.0,4.0
Summer,SI,TS,-18.0,120.5,60.0,143,9.0,245.0,4.0
Summer,SI,TS,-18.2,120.1,63.0,174,8.0,245.0,4.0
Summer,SI,TS,-18.3,119.7,65.0,186,9.0,240.0,4.0
Summer,SI,TS,-18.6,119.3,65.0,165,10.0,230.0,4.0
Summer,SI,TS,-18.9,118.9,65.0,135,10.0,230.0,4.0
Summer,SI,TS,-19.2,118.6,68.0,113,9.0,230.0,4.0
Summer,SI,TS,-19.5,118.3,70.0,100,7.0,230.0,4.0
Summer,SI,TS,-19.7,118.0,70.0,78,6.0,220.0,4.0
Summer,SI,TS,-19.9,117.8,70.0,64,7.0,220.0,4.0
Summer,SI,TS,-20.2,117.6,73.0,45,7.0,220.0,4.0
Summer,SI,TS,-20.5,117.4,75.0,30,8.0,215.0,4.0
Summer,SI,TS,-20.8,117.1,75.0,0,8.0,220.0,4.0
Summer,SI,TS,-21.1,116.8,75.0,0,8.0,225.0,4.0
Summer,SI,TS,-21.4,116.5,70.0,0,9.0,225.0,4.0
Fall,SI,TS,-21.7,116.2,65.0,0,8.0,230.0,4.0
Fall,SI,TS,-21.9,115.8,60.0,0,8.0,235.0,4.0
Fall,SI,TS,-22.2,115.5,55.0,0,8.0,235.0,4.0
Fall,SI,TS,-22.4,115.1,50.0,0,9.0,235.0,4.0
Fall,SI,TS,-22.7,114.7,45.0,0,7.0,240.0,2.0
Fall,SI,TS,-22.8,114.4,40.0,0,6.0,245.0,2.0
Fall,SI,TS,-22.9,114.1,35.0,0,5.0,250.0,2.0
Fall,SI,TS,-23.0,113.9,33.0,0,4.0,250.0,2.0
Fall,SI,TS,-23.0,113.8,30.0,0,1.0,265.0,1.0
Fall,SI,TS,-23.0,113.8,31.0,0,1.0,0.0,1.0
Fall,SI,TS,-22.9,113.8,30.0,0,1.0,0.0,1.0
Fall,SI,TS,-22.9,113.8,28.0,0,0.0,0.0,1.0
Fall,SI,TS,-22.9,113.8,27.0,0,1.0,145.0,1.0
Fall,SI,TS,-23.0,113.8,27.0,0,1.0,135.0,1.0
Fall,SI,TS,-23.0,113.9,27.0,0,1.0,115.0,1.0
Fall,SI,TS,-23.0,113.9,27.0,0,0.0,0.0,1.0
Fall,SI,TS,-23.0,113.9,27.0,0,0.0,0.0,1.0
Fall,SI,TS,-23.0,113.9,27.0,0,1.0,160.0,1.0
Fall,SI,TS,-23.1,113.9,27.0,0,2.0,140.0,1.0
Fall,SI,TS,-23.2,114.0,27.0,0,3.0,115.0,1.0
Fall,SI,TS,-23.2,114.2,27.0,0,6.0,95.0,1.0
Fall,SI,TS,-23.2,114.7,22.400000000000002,0,9.0,90.0,1.0
Fall,SI,TS,-11.9,131.1,22.0,10,4.0,50.0,1.0
Fall,SI,TS,-11.9,131.2,23.0,15,4.0,75.0,1.0
Fall,SI,TS,-11.8,131.3,24.0,11,4.0,80.0,1.0
Fall,SI,TS,-11.8,131.4,25.0,15,5.0,85.0,1.0
Fall,SI,TS,-11.8,131.5,27.0,22,5.0,75.0,1.0
Fall,SI,TS,-11.8,131.6,28.0,24,5.0,65.0,1.0
Fall,SI,TS,-11.7,131.7,28.0,24,5.0,60.0,1.0
Fall,SI,TS,-11.7,131.8,29.0,34,4.0,55.0,1.0
Fall,SI,TS,-11.7,131.8,30.0,34,4.0,40.0,1.0
Fall,SI,TS,-11.6,131.9,30.0,24,4.0,30.0,1.0
Fall,SI,TS,-11.5,131.9,30.0,15,4.0,15.0,1.0
Fall,SI,TS,-11.4,131.9,30.0,10,5.0,15.0,1.0
Fall,SI,TS,-11.3,132.0,30.0,0,6.0,20.0,1.0
Fall,SI,TS,-11.1,132.0,30.0,11,6.0,30.0,1.0
Fall,SI,TS,-11.0,132.1,30.0,22,6.0,55.0,1.0
Fall,SI,TS,-10.9,132.3,30.0,33,5.0,65.0,1.0
Fall,SI,TS,-10.9,132.4,30.0,35,5.0,90.0,1.0
Fall,SI,TS,-10.9,132.5,30.0,40,5.0,105.0,1.0
Fall,SI,TS,-11.0,132.6,30.0,35,5.0,120.0,1.0
Fall,SI,TS,-11.1,132.8,30.0,35,6.0,115.0,1.0
Fall,SI,TS,-11.1,132.8,30.0,35,6.0,110.0,1.0
Fall,SI,TS,-11.2,133.0,32.0,24,6.0,110.0,1.0
Fall,SI,TS,-11.2,133.1,33.0,31,5.0,115.0,1.0
Fall,SI,TS,-11.3,133.3,34.0,39,4.0,115.0,1.0
Fall,SI,TS,-11.3,133.3,35.0,39,3.0,125.0,1.0
Fall,SI,TS,-11.3,133.4,40.0,46,3.0,130.0,1.0
Fall,SI,TS,-11.4,133.4,43.0,39,3.0,135.0,1.0
Fall,SI,TS,-11.4,133.5,48.0,44,3.0,135.0,1.0
Fall,SI,TS,-11.5,133.5,50.0,33,3.0,125.0,1.0
Fall,SI,TS,-11.5,133.6,53.0,35,2.0,120.0,1.0
Fall,SI,TS,-11.5,133.6,55.0,35,2.0,110.0,1.0
Fall,SI,TS,-11.6,133.7,43.0,22,3.0,110.0,2.0
Fall,SI,TS,-11.6,133.7,44.0,22,3.0,120.0,2.0
Fall,SI,TS,-11.6,133.8,46.0,22,3.0,125.0,2.0
Fall,SI,TS,-11.7,133.9,47.0,15,3.0,130.0,2.0
Fall,SI,TS,-11.7,133.9,49.0,15,3.0,130.0,2.0
Fall,SI,TS,-11.8,134.0,49.0,21,3.0,130.0,2.0
Fall,SI,TS,-11.9,134.1,51.0,11,3.0,135.0,2.0
Fall,SI,TS,-11.9,134.1,52.0,11,3.0,150.0,2.0
Fall,SI,TS,-12.0,134.2,54.0,0,3.0,155.0,2.0
Fall,SI,TS,-12.0,134.2,45.0,0,4.0,165.0,2.0
Fall,SI,TS,-12.2,134.2,40.0,0,4.0,165.0,2.0
Fall,SI,TS,-12.2,134.2,38.0,0,5.0,170.0,2.0
Fall,SI,TS,-12.4,134.3,32.0,0,4.0,0.0,2.0
Fall,SI,TS,-12.5,134.2,30.0,0,4.0,205.0,2.0
Fall,SI,TS,-12.6,134.2,27.0,0,3.0,215.0,2.0
Fall,SI,TS,-12.6,134.1,25.0,0,3.0,225.0,2.0
Fall,SI,TS,-12.7,134.1,22.0,0,3.0,265.0,1.0
Fall,SI,TS,-12.6,134.0,20.0,0,6.0,245.0,1.0
Fall,SI,TS,-12.8,133.7,20.0,0,9.0,235.0,1.0
Fall,SI,TS,-13.1,133.2,20.0,0,10.0,235.0,1.0
Fall,SI,TS,-13.4,132.8,18.0,0,10.0,230.0,1.0
Fall,SP,TS,-11.6,150.7,22.400000000000002,105,14.0,270.0,1.0
Fall,SP,TS,-11.6,150.0,25.76,103,14.0,280.0,1.0
Fall,SP,TS,-11.4,149.3,25.0,111,13.0,280.0,1.0
Fall,SP,TS,-11.3,148.7,25.0,116,11.0,275.0,1.0
Fall,SP,TS,-11.3,148.2,25.0,125,10.0,275.0,1.0
Fall,SP,TS,-11.3,147.7,28.0,127,9.0,270.0,1.0
Fall,SP,TS,-11.3,147.2,30.0,145,9.0,270.0,1.0
Fall,SP,TS,-11.3,146.8,30.0,166,9.0,270.0,1.0
Fall,SP,TS,-11.3,146.3,30.0,203,8.0,270.0,2.0
Fall,SP,TS,-11.3,145.9,33.0,238,8.0,265.0,2.0
Fall,SP,TS,-11.3,145.5,35.0,262,8.0,265.0,2.0
Fall,SP,TS,-11.4,145.1,35.0,217,8.0,260.0,2.0
Fall,SP,TS,-11.5,144.7,35.0,172,9.0,250.0,2.0
Fall,SP,TS,-11.7,144.3,33.0,124,9.0,245.0,2.0
Fall,SP,TS,-11.9,143.8,30.0,66,10.0,240.0,2.0
Fall,SP,TS,-12.1,143.4,30.0,24,10.0,240.0,2.0
Fall,SP,TS,-12.4,143.0,30.0,0,9.0,245.0,2.0
Fall,SP,TS,-12.5,142.5,33.0,0,9.0,250.0,2.0
Fall,SP,TS,-12.7,142.1,35.0,0,9.0,255.0,2.0
Fall,SP,TS,-12.8,141.6,35.0,10,9.0,255.0,2.0
Fall,SP,TS,-12.9,141.2,35.0,44,9.0,250.0,2.0
Fall,SP,TS,-13.1,140.7,35.0,98,10.0,245.0,2.0
Fall,SP,TS,-13.3,140.2,35.0,153,11.0,245.0,2.0
Fall,SP,TS,-13.5,139.7,38.0,199,11.0,245.0,2.0
Fall,SP,TS,-13.8,139.2,40.0,246,11.0,250.0,2.0
Fall,SP,TS,-13.9,138.6,43.0,178,12.0,250.0,2.0
Fall,SP,TS,-14.1,138.0,45.0,110,12.0,255.0,2.0
Fall,SP,TS,-14.2,137.4,45.0,44,12.0,260.0,2.0
Fall,SP,TS,-14.3,136.8,45.0,0,12.0,260.0,2.0
Fall,SP,TS,-14.4,136.2,43.0,24,12.0,265.0,2.0
Fall,SP,TS,-14.5,135.6,40.0,0,13.0,260.0,2.0
Fall,SI,TS,-14.6,134.8,38.0,0,16.0,255.0,2.0
Fall,SI,TS,-14.8,134.0,35.0,0,17.0,255.0,1.0
Fall,SI,TS,-15.1,133.1,33.0,0,16.0,250.0,1.0
Fall,SI,TS,-15.3,132.4,30.0,0,14.0,255.0,1.0
Fall,SI,TS,-15.5,131.7,28.0,0,13.0,260.0,1.0
Fall,SI,TS,-8.6,101.4,22.0,464,2.0,115.0,1.0
Fall,SI,TS,-8.6,101.5,23.0,455,3.0,115.0,1.0
Fall,SI,TS,-8.7,101.6,25.0,450,3.0,110.0,1.0
Fall,SI,TS,-8.7,101.8,26.0,431,4.0,105.0,1.0
Fall,SI,TS,-8.8,102.0,27.0,417,3.0,105.0,1.0
Fall,SI,TS,-8.8,102.2,27.0,399,3.0,110.0,1.0
Fall,SI,TS,-8.9,102.3,27.0,396,2.0,125.0,1.0
Fall,SI,TS,-9.0,102.3,27.0,403,3.0,190.0,1.0
Fall,SI,TS,-9.2,102.2,25.0,426,5.0,200.0,1.0
Fall,SI,TS,-9.4,102.2,25.0,440,4.0,190.0,1.0
Fall,SI,TS,-9.6,102.2,25.0,455,3.0,180.0,1.0
Fall,SI,TS,-9.7,102.2,25.0,463,3.0,140.0,1.0
Fall,SI,TS,-9.8,102.3,25.0,463,3.0,120.0,1.0
Fall,SI,TS,-9.8,102.4,25.0,456,2.0,120.0,1.0
Fall,SI,TS,-9.9,102.5,25.0,457,3.0,120.0,1.0
Fall,SI,TS,-10.0,102.7,28.0,451,3.0,115.0,1.0
Fall,SI,TS,-10.1,102.8,30.0,445,3.0,110.0,1.0
Fall,SI,TS,-10.1,103.0,30.0,441,3.0,110.0,1.0
Fall,SI,TS,-10.2,103.1,30.0,445,3.0,125.0,1.0
Fall,SI,TS,-10.2,103.2,30.0,439,3.0,145.0,1.0
Fall,SI,TS,-10.4,103.3,30.0,454,4.0,165.0,1.0
Fall,SI,TS,-10.6,103.3,28.0,474,5.0,175.0,1.0
Fall,SI,TS,-10.9,103.3,25.0,504,5.0,180.0,1.0
Fall,SI,TS,-11.1,103.3,25.0,525,5.0,190.0,1.0
Fall,SI,TS,-11.4,103.2,25.0,549,4.0,205.0,1.0
Fall,SI,TS,-11.5,103.1,25.0,574,4.0,230.0,1.0
Fall,SI,TS,-11.6,102.9,25.0,594,4.0,240.0,1.0
Fall,SI,TS,-11.7,102.7,25.0,613,5.0,245.0,1.0
Fall,SI,TS,-11.8,102.5,25.0,633,7.0,245.0,1.0
Fall,SI,TS,-12.0,102.1,25.0,674,8.0,245.0,1.0
Fall,SI,TS,-12.2,101.7,25.0,716,9.0,250.0,1.0
Fall,SI,TS,-12.3,101.2,25.0,756,9.0,255.0,1.0
Fall,SI,TS,-12.4,100.8,25.0,791,9.0,260.0,2.0
Fall,SI,TS,-12.4,100.3,25.0,826,9.0,265.0,2.0
Fall,SI,TS,-12.5,99.9,25.0,863,10.0,265.0,2.0
Fall,SI,TS,-12.5,99.4,28.0,901,10.0,265.0,2.0
Fall,SI,TS,-12.6,98.9,30.0,940,9.0,265.0,2.0
Fall,SI,TS,-12.6,98.4,33.0,988,9.0,260.0,2.0
Fall,SI,TS,-12.7,97.9,35.0,1037,10.0,260.0,2.0
Fall,SI,TS,-12.8,97.4,38.0,1087,10.0,255.0,2.0
Fall,SI,TS,-12.9,96.9,40.0,1137,10.0,260.0,2.0
Fall,SI,TS,-13.0,96.4,40.0,1188,10.0,260.0,2.0
Fall,SI,TS,-13.1,95.9,40.0,1232,11.0,260.0,2.0
Fall,SI,TS,-13.2,95.3,43.0,1283,12.0,260.0,2.0
Fall,SI,TS,-13.3,94.7,45.0,1335,13.0,260.0,2.0
Fall,SI,TS,-13.4,94.0,45.0,1393,13.0,260.0,2.0
Fall,SI,TS,-13.5,93.3,45.0,1452,13.0,260.0,2.0
Fall,SI,TS,-13.6,92.7,48.0,1497,12.0,255.0,2.0
Fall,SI,TS,-13.8,92.1,50.0,1548,12.0,250.0,4.0
Fall,SI,TS,-14.1,91.5,53.0,1610,13.0,245.0,4.0
Fall,SI,TS,-14.4,91.0,55.0,1666,13.0,245.0,4.0
Fall,SI,TS,-14.6,90.4,60.0,1720,12.0,245.0,4.0
Fall,SI,TS,-14.9,89.8,65.0,1784,12.0,245.0,4.0
Fall,SI,TS,-15.1,89.2,65.0,1840,12.0,245.0,4.0
Fall,SI,TS,-15.4,88.6,65.0,1906,12.0,245.0,4.0
Fall,SI,TS,-15.6,88.1,65.0,1956,11.0,240.0,4.0
Fall,SI,TS,-15.9,87.7,65.0,2009,10.0,240.0,4.0
Fall,SI,TS,-16.2,87.2,65.0,2069,9.0,235.0,4.0
Fall,SI,TS,-16.4,86.9,65.0,2107,10.0,235.0,4.0
Fall,SI,TS,-16.7,86.4,68.0,2167,11.0,230.0,4.0
Fall,SI,TS,-17.1,86.0,70.0,2228,11.0,230.0,4.0
Fall,SI,TS,-17.4,85.6,73.0,2281,11.0,230.0,4.0
Fall,SI,TS,-17.8,85.1,75.0,2350,11.0,230.0,4.0
Fall,SI,TS,-18.1,84.7,75.0,2403,10.0,235.0,4.0
Fall,SI,TS,-18.4,84.3,75.0,2456,8.0,235.0,4.0
Fall,SI,TS,-18.6,84.0,75.0,2494,7.0,230.0,4.0
Fall,SI,TS,-18.8,83.7,75.0,2532,7.0,225.0,4.0
Fall,SI,TS,-19.1,83.5,73.0,2571,8.0,225.0,4.0
Fall,SI,TS,-19.4,83.2,70.0,2617,8.0,230.0,4.0
Fall,SI,TS,-19.6,82.8,70.0,2611,8.0,235.0,4.0
Fall,SI,TS,-19.9,82.4,70.0,2566,8.0,235.0,4.0
Fall,SI,TS,-20.1,82.1,68.0,2533,8.0,235.0,4.0
Fall,SI,TS,-20.3,81.8,65.0,2500,9.0,230.0,4.0
Fall,SI,TS,-20.6,81.4,63.0,2456,9.0,230.0,4.0
Fall,SI,TS,-20.9,81.0,60.0,2413,10.0,230.0,4.0
Fall,SI,TS,-21.2,80.6,58.0,2370,10.0,230.0,4.0
Fall,SI,TS,-21.6,80.3,55.0,2338,9.0,230.0,2.0
Fall,SI,TS,-21.8,79.9,53.0,2297,9.0,230.0,2.0
Fall,SI,TS,-22.1,79.5,50.0,2256,10.0,230.0,2.0
Fall,SI,TS,-22.5,79.0,48.0,2206,11.0,225.0,2.0
Fall,SI,TS,-22.9,78.7,45.0,2177,9.0,225.0,2.0
Fall,SI,TS,-23.2,78.3,43.0,2139,8.0,220.0,2.0
Fall,SI,TS,-23.5,78.1,40.0,2122,8.0,215.0,2.0
Fall,SI,TS,-23.8,77.8,40.0,2095,9.0,210.0,2.0
Fall,SI,TS,-24.2,77.6,40.0,2081,9.0,205.0,2.0
Fall,SI,TS,-24.6,77.4,38.0,2067,9.0,200.0,2.0
Fall,SI,TS,-25.0,77.3,35.0,2065,8.0,185.0,2.0
Fall,SI,TS,-25.4,77.3,33.0,2074,8.0,170.0,2.0
Fall,SI,TS,-25.8,77.5,30.0,2103,7.0,155.0,1.0
Fall,SI,TS,-26.1,77.7,28.0,2130,7.0,145.0,1.0
Fall,SI,TS,-26.4,77.9,25.0,2158,7.0,145.0,1.0
Fall,SI,TS,-26.7,78.1,25.0,2185,7.0,140.0,1.0
Fall,SI,TS,-26.9,78.4,25.0,2220,7.0,135.0,1.0
Fall,SI,TS,-27.2,78.7,31.0,2257,7.0,120.0,1.0
Fall,SI,TS,-27.3,79.1,30.0,2298,7.0,105.0,1.0
Fall,SI,TS,-27.4,79.4,28.0,2330,7.0,100.0,1.0
Fall,SI,TS,-27.4,79.8,27.0,2368,7.0,100.0,1.0
Fall,SI,TS,-27.5,80.2,26.0,2409,7.0,100.0,1.0
Fall,SI,TS,-27.5,80.6,25.0,2447,7.0,95.0,1.0
Fall,SI,TS,-27.5,81.0,23.0,2485,8.0,95.0,1.0
Fall,SI,TS,-27.6,81.5,22.0,2536,9.0,95.0,1.0
Fall,SI,TS,-27.7,82.1,22.0,2580,11.0,95.0,1.0
Fall,SI,TS,-27.7,82.8,22.0,2603,13.0,100.0,1.0
Fall,SI,TS,-27.9,83.6,22.0,2611,15.0,100.0,1.0
Fall,SI,TS,-28.0,84.4,22.0,2630,15.0,100.0,1.0
Fall,SI,TS,-28.1,85.2,22.0,2651,14.0,95.0,1.0
Fall,SI,TS,-28.1,86.0,22.0,2684,13.0,95.0,1.0
